date,btc_price,total_volume,eth_price,total_market_cap,btc_mcap,eth_mcap,total_mcap,btc_dominance,eth_dominance,alt_dominance,fear_greed,Extreme Fear,Fear,Neutral,Greed,Extreme Greed,inflation_12m,return_1d_eth,return_7d_eth,return_30d_eth,volatility_7d_eth,volatility_30d_eth,ema_7_eth,ema_21_eth,ema_ratio_eth,month,is_jan,is_feb,is_mar,is_apr,is_may,is_jun,is_jul,is_aug,is_sep,is_oct,is_nov,is_dec,halving_year,rsi_14,sma_5,sma_20,sma_50,ema_12,ema_26,macd_line,macd_signal,macd_hist,rsi_sma_2,rsi_sma_5
2018-04-01,6975.27531402076,2565052340.2323847,395.7963809578212,268446524752.718,118234055446.5432,39000868214.27854,268446524752.718,0.4404380185418888,0.1452835653216392,0.414278416136472,16.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,0.0011891890594111,-0.2380994178089337,-0.5374474740597477,0.0559982308972021,0.0414875017142938,435.1267395792257,534.32374214391,0.8143503746124622,April,0,0,0,1,0,0,0,0,0,0,0,0,0,16.352275867471334,413.8902186734507,532.4787623238234,716.9366556946707,474.0028979645871,566.5537091101692,-92.55081114558209,-85.80595517863013,-6.74485596695196,16.287652156391303,15.84619044181747
2018-04-02,6836.57232729678,2649647152.1697764,379.1235134110076,256032166000.0461,115896903503.0584,37365640069.82155,256032166000.0461,0.4526654026081922,0.145941194239691,0.4013934031521167,11.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,-0.0421248610370451,-0.2700432423762415,-0.5542046697359586,0.0536401907618989,0.0414582658251539,421.1259327022905,520.1723787114976,0.8095891860799072,April,0,0,0,1,0,0,0,0,0,0,0,0,0,15.442363802795754,399.9044708572372,516.6692278432632,707.4321283944561,459.4060695717287,552.6699909102313,-93.26392133850254,-87.29754841060462,-5.966372927897922,15.897319835133544,15.599819251691823
2018-04-03,7080.41723231299,2253363912.1674647,384.8259822881638,265361156165.96564,120044225923.52736,37935548084.04267,265361156165.96564,0.452380550559735,0.1429581805873521,0.4046612688529128,22.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,0.0150411902069871,-0.2106775064578014,-0.5441828988510465,0.0568820423126316,0.0419969524255315,412.05094493596266,507.8346729537053,0.8113879710878379,April,0,0,0,1,0,0,0,0,0,0,0,0,0,17.140608491195977,388.079847123295,501.6784477393694,698.7828375530775,447.9322099896418,540.2371013826706,-92.30489139302881,-88.29901700708946,-4.00587438593935,16.291486146995865,15.748843236436414
2018-04-04,7464.35609406668,2762080502.610784,415.7162339703384,284614486646.519,126568883854.60773,40989129292.88682,284614486646.519,0.4447028868625431,0.1440163140528888,0.411280799084568,22.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,0.0802707018338577,-0.0742363908358872,-0.5073031184083283,0.0659745874974134,0.0460170107646963,412.967267206885,499.43955427920525,0.8268613562313508,April,0,0,0,1,0,0,0,0,0,0,0,0,0,25.830529275076884,394.15767478358987,492.0446019953888,689.8421867806782,442.97590598667205,531.0133334262016,-88.03742743952955,-88.24669909357749,0.20927165404793868,21.48556888313643,18.197761176370243
2018-04-05,6845.31597826858,2544238382.121464,380.28195959120734,258690582384.2685,116084750821.3726,37503095784.24193,258690582384.2685,0.4487397637419055,0.1449727911955196,0.4062874450625748,17.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,-0.0852366866713685,-0.1434109028023658,-0.5473647455704412,0.0720427384722792,0.0472825515605047,404.79594022051134,488.5826915481143,0.8285106026533242,April,0,0,0,1,0,0,0,0,0,0,0,0,0,22.867840617690092,391.14881404370766,480.43652298896075,680.7722422979107,433.33068346429286,519.8480464754613,-86.51736301116841,-87.90083187709568,1.38346886592727,24.349184946383488,19.52672361084601
2018-04-06,6855.42230460675,2568972345.7027025,384.4644854461884,261361621276.2689,116269847527.26424,37923466118.640205,261361621276.2689,0.4448619769019672,0.1450995977659386,0.4100384253320941,19.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,0.0109984861219216,-0.0022386440828365,-0.5244419597400172,0.0524402818802678,0.0476640719338697,399.7130764884634,479.0980583235998,0.8343032695375339,April,0,0,0,1,0,0,0,0,0,0,0,0,0,23.97625397073034,388.8824349413811,469.26577288730414,670.1600011464568,425.81280684612295,509.819634547367,-84.00682770124405,-87.12203104192535,3.1152033406813047,23.422047294210216,21.05151923149781
2018-04-07,6628.75445585626,1840465005.5711515,369.9138976693199,250882085397.6045,112436767361.37248,36495759521.398056,250882085397.6045,0.4481657874581987,0.1454697710422751,0.406364441499526,20.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,-0.0378463767855745,-0.0642820069928334,-0.5084809272768278,0.0528967518040557,0.0469660407112315,392.2632817413924,469.15379000744576,0.8361080952477585,April,0,0,0,1,0,0,0,0,0,0,0,0,0,22.75135542120313,387.04051179304355,459.7559961165688,658.992408671753,417.21297466507633,499.4562466304746,-82.24327196539826,-86.14627922661994,3.903007261221674,23.363804695966735,22.513317555179285
2018-04-08,6884.47723505995,1856418405.574964,383.4463608827352,260058057254.5041,116789559212.79994,37838661360.00252,260058057254.5041,0.4490903317735109,0.1455008230065026,0.4054088452199865,17.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,0.0365827380335745,-0.0312029636178056,-0.451584810202923,0.0555726183966236,0.0472267991847564,390.05905151734464,461.3490518264021,0.8454749174690346,April,0,0,0,1,0,0,0,0,0,0,0,0,0,26.511620506745146,386.76458751195787,451.9937846579904,647.9678016803525,412.01811100625457,490.86292176027166,-78.84481075401709,-84.68598553209937,5.8411747780822765,24.631487963974138,24.38751995828912
2018-04-09,6984.8089659738,1413593787.187827,396.9817555069704,265013199027.63348,118505840498.72884,39182417250.92415,265013199027.63348,0.4471695784720971,0.1478508142035541,0.4049796073243488,21.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,0.0352993169450748,0.0471040214184834,-0.4415720684259013,0.0542197779560439,0.0478250191260987,391.7897275202767,455.4885002698026,0.8601528409349637,April,0,0,0,1,0,0,0,0,0,0,0,0,0,30.172879711038775,383.01769181928427,444.08899502146903,636.6219066322773,409.70482554482624,483.90876129706413,-74.2039357522379,-82.58957557612707,8.385639823889179,28.34225010889196,25.255990045481497
2018-04-10,6778.4915700774,2437632634.286056,398.77335502107474,260853352221.74167,115017783885.65182,39367328706.210175,260853352221.74167,0.4409289085458235,0.1509174728670747,0.4081536185871018,18.0,1.0,0.0,0.0,0.0,0.0,2.4709963021052994,0.0045130525250873,0.0362433239304171,-0.4177933099719216,0.0541337430130286,0.047866549329286,393.5356343996568,450.32538652526586,0.8738917373417436,April,0,0,0,1,0,0,0,0,0,0,0,0,0,30.66527884027805,386.7159709052577,436.3171714733483,626.2955327939783,408.0230608488645,477.6024349062501,-69.57937405738562,-79.98753527237879,10.408161214993171,30.41907927565841,26.815477689999092
